reason,player,hkb_rank,best_rank
"on authority, unranked by all sources",Dalton Rogers,,
"on authority, unranked by all sources",Joey Volchko,,
"on authority, unranked by all sources",Joey Volini,,
"on authority, unranked by all sources",Yunior Amparo,,
"on authority, unranked by all sources",Dru Baker,,
"on authority, unranked by all sources",Deivi Garcia,,
"on authority, unranked by all sources",Angel Guzman,,
"on authority, unranked by all sources",Alexis Hernandez,,
"on authority, unranked by all sources",Brody Jessee,,
"on authority, unranked by all sources",Jake Madden,,
"on authority, unranked by all sources",Brennan Malone,,
"on authority, unranked by all sources",Jose Peña,,
"on authority, unranked by all sources",Alberto Rios,,
"on authority, unranked by all sources",Kevin Roberts Jr.,,
"on authority, unranked by all sources",Logan Tanner,,
"on authority, unranked by all sources",Blake Wright,,
"on authority, unranked by all sources",Marvin Alcantara,,
"on authority, unranked by all sources",Charlie Beilenson,,
"on authority, unranked by all sources",Hendry Chivilli,,
"on authority, unranked by all sources",Alejandro Cruz,,
"on authority, unranked by all sources",Alessandro Ercolani,,
"on authority, unranked by all sources",Kyle Henley,,
"on authority, unranked by all sources",Jack Leftwich,,
"on authority, unranked by all sources",Connor Noland,,
"on authority, unranked by all sources",Oscar Pujols,,
"on authority, unranked by all sources",Ryan Sprock,,
"on authority, unranked by all sources",Lenny Torres,,
"on authority, unranked by all sources",Blake Aita,,
"on authority, unranked by all sources",Alfredo Alcantara,,
"on authority, unranked by all sources",Jerson Alejandro,,
"on authority, unranked by all sources",Roni Cabrera,,
"on authority, unranked by all sources",Jack Choate,,
"on authority, unranked by all sources",Alex Faedo,,
"on authority, unranked by all sources",Luke Fox,,
"on authority, unranked by all sources",Riley Gowens,,
"on authority, unranked by all sources",Grayson Hitt,,
"on authority, unranked by all sources",Wilfredo Lara,,
"on authority, unranked by all sources",Alberto Laroche,,
"on authority, unranked by all sources",Moises Marchán,,
"on authority, unranked by all sources",Sabier Marte,,
"on authority, unranked by all sources",Joseph Montalvo,,
"on authority, unranked by all sources",Nate Nankil,,
"on authority, unranked by all sources",Nick Potter,,
"on authority, unranked by all sources",Sixto Sanchez,,
"on authority, unranked by all sources",Dahian Santos,,
"on authority, unranked by all sources",Sean Sullivan,,
"on authority, unranked by all sources",Jancel Villarroel,,
"on authority, unranked by all sources",Cameron Wagoner,,
"on authority, unranked by all sources",Braylen Wimmer,,
"on authority, unranked by all sources",Chase Allsup,,
"on authority, unranked by all sources",Sam Carlson,,
"on authority, unranked by all sources",Allan Cerda,,
"on authority, unranked by all sources",Ronaldo Hernandez,,
"on authority, unranked by all sources",Zach Levenson,,
"on authority, unranked by all sources",Po-Chun Lin,,
"on authority, unranked by all sources",Jorge Marcheco,,
"on authority, unranked by all sources",Lorenzo Meola,,
"on authority, unranked by all sources",Tyson Miller,,
"on authority, unranked by all sources",Jesus Pinto,,
"on authority, unranked by all sources",Emmanuel Reyes,,
"on authority, unranked by all sources",Michael Rucker,,
"on authority, unranked by all sources",Chia-Shi Shen,,
"on authority, unranked by all sources",Yunior Tur,,
"on authority, unranked by all sources",Kyle Amendt,,
"on authority, unranked by all sources",Pedro Avila,,
"on authority, unranked by all sources",Peyton Bonds,,
"on authority, unranked by all sources",Bobby Boser,,
"on authority, unranked by all sources",Wyatt Crowell,,
"on authority, unranked by all sources",Ryan Hall,,
"on authority, unranked by all sources",Jonathan Hernandez,,
"on authority, unranked by all sources",Connor Hujsak,,
"on authority, unranked by all sources",Nick Montgomery,,
"on authority, unranked by all sources",Luis Palacios,,
"on authority, unranked by all sources",Francis Pena,,
"on authority, unranked by all sources",Zach Swanson,,
"on authority, unranked by all sources",Norge Vera,,
"on authority, unranked by all sources",Jude Warwick,,
"on authority, unranked by all sources",Mario Baez,,
"on authority, unranked by all sources",Yasmil Bucce,,
"on authority, unranked by all sources",Jared Dickey,,
"on authority, unranked by all sources",George Feliz,,
"on authority, unranked by all sources",Evan Fitterer,,
"on authority, unranked by all sources",Austin Gordon,,
"on authority, unranked by all sources",Luke Heyman,,
"on authority, unranked by all sources",P.J. Higgins,,
"on authority, unranked by all sources",Kody Huff,,
"on authority, unranked by all sources",Pedro Ibarguen,,
"on authority, unranked by all sources",Dylan Jasso,,
"on authority, unranked by all sources",Carlos Jimenez,,
"on authority, unranked by all sources",Mason McConnaughey,,
"on authority, unranked by all sources",Dylan Questad,,
"on authority, unranked by all sources",Emilio Sanchez,,
"on authority, unranked by all sources",Austin Shenton,,
"on authority, unranked by all sources",Canaan Smith-Njigba,,
"on authority, unranked by all sources",Travis Swaggerty,,
"on authority, unranked by all sources",Trevor Werner,,
"on authority, unranked by all sources",Jarren Advincula,,
"on authority, unranked by all sources",Colin Barber,,
"on authority, unranked by all sources",Josh Bostick,,
"on authority, unranked by all sources",Bralyn Brazoban,,
"on authority, unranked by all sources",Christian Foutch,,
"on authority, unranked by all sources",Moises Gomez,,
"on authority, unranked by all sources",Oliver Gonzalez,,
"on authority, unranked by all sources",Gavin Grahovac,,
"on authority, unranked by all sources",Reyli Mariano,,
"on authority, unranked by all sources",Curley Martha,,
"on authority, unranked by all sources",Mark McLaughlin,,
"on authority, unranked by all sources",Jase Mitchell,,
"on authority, unranked by all sources",Starlyn Nunez,,
"on authority, unranked by all sources",Geraldo Quintero,,
"on authority, unranked by all sources",Rafael Ramirez,,
"on authority, unranked by all sources",Tre Richardson,,
"on authority, unranked by all sources",Tzu-Chen Sha,,
"on authority, unranked by all sources",Ben Shields,,
"on authority, unranked by all sources",Carlos Taveras,,
"on authority, unranked by all sources",Oliver Tejada,,
"on authority, unranked by all sources",Peyton Williams,,
"on authority, unranked by all sources",Jason Woodward,,
"on authority, unranked by all sources",Logan Workman,,
"on authority, unranked by all sources",Reid Worley,,
"on authority, unranked by all sources",Ricardo Yan,,
"on authority, unranked by all sources",Alberto Barriga,,
"on authority, unranked by all sources",Casey Cook,,
"on authority, unranked by all sources",Declan Cronin,,
"on authority, unranked by all sources",Lizandro Espinoza,,
"on authority, unranked by all sources",Marcus Johnson,,
"on authority, unranked by all sources",Victor Labrada,,
"on authority, unranked by all sources",Dylan MacLean,,
"on authority, unranked by all sources",Xavier Mitchell,,
"on authority, unranked by all sources",Josh Rivera,,
"on authority, unranked by all sources",Alberto Rodriguez,,
"on authority, unranked by all sources",Miguel Rodriguez,,
"on authority, unranked by all sources",Thaddeus Ward,,
"on authority, unranked by all sources",Hagen Danner,,
"on authority, unranked by all sources",Luis De La Cruz,,
"on authority, unranked by all sources",Trenton Denholm,,
"on authority, unranked by all sources",Blake Dickerson,,
"on authority, unranked by all sources",Drew Dowd,,
"on authority, unranked by all sources",Elijah Dunham,,
"on authority, unranked by all sources",Matthew Ferrara,,
"on authority, unranked by all sources",Ben Hernandez,,
"on authority, unranked by all sources",Will Johnston,,
"on authority, unranked by all sources",Ray Kerr,,
"on authority, unranked by all sources",Tommy Mace,,
"on authority, unranked by all sources",Juan Mateo,,
"on authority, unranked by all sources",Accimias Morales,,
"on authority, unranked by all sources",Juan Nunez,,
"on authority, unranked by all sources",Eric Pardinho,,
"on authority, unranked by all sources",Jeremy Reyes,,
"on authority, unranked by all sources",Yaqui Rivera,,
"on authority, unranked by all sources",Yunior Severino,,
"on authority, unranked by all sources",Ryan Spikes,,
"on authority, unranked by all sources",Peter Strzelecki,,
"on authority, unranked by all sources",Carson Tucker,,
"on authority, unranked by all sources",Darren Bowen,,
"on authority, unranked by all sources",Pedro Catuy,,
"on authority, unranked by all sources",Jake Cunningham,,
"on authority, unranked by all sources",Carson Dorsey,,
"on authority, unranked by all sources",Jose Feliz,,
"on authority, unranked by all sources",Vladi Guerrero,,
"on authority, unranked by all sources",Riley Kelly,,
"on authority, unranked by all sources",Truitt Madonna,,
"on authority, unranked by all sources",Camden Minacci,,
"on authority, unranked by all sources",Nestor Miranda,,
"on authority, unranked by all sources",Carson Montgomery,,
"on authority, unranked by all sources",Holden Powell,,
"on authority, unranked by all sources",Franklin Rojas,,
"on authority, unranked by all sources",Cam Schuelke,,
"on authority, unranked by all sources",Levi Stoudt,,
"on authority, unranked by all sources",Jack Weisenburger,,
"on authority, unranked by all sources",Jose Alpuria,,
"on authority, unranked by all sources",Gustavo Baptista,,
"on authority, unranked by all sources",Ian Bedell,,
"on authority, unranked by all sources",Austin Cates,,
"on authority, unranked by all sources",Max Debiec,,
"on authority, unranked by all sources",Leni Done,,
"on authority, unranked by all sources",Aidan Foeller,,
"on authority, unranked by all sources",Chase Fuller,,
"on authority, unranked by all sources",Gabe Gaeckle,,
"on authority, unranked by all sources",Blake Gillespie,,
"on authority, unranked by all sources",Tyler Hardman,,
"on authority, unranked by all sources",Sawyer Hawks,,
"on authority, unranked by all sources",Grant Kipp,,
"on authority, unranked by all sources",Matt Koperniak,,
"on authority, unranked by all sources",Nestor Lorant,,
"on authority, unranked by all sources",Trey Mancini,,
"on authority, unranked by all sources",Nick Monistere,,
"on authority, unranked by all sources",Emmett Olson,,
"on authority, unranked by all sources",Luis Patino,,
"on authority, unranked by all sources",Cole Peschl,,
"on authority, unranked by all sources",Nolan Sailors,,
"on authority, unranked by all sources",Nick Schnell,,
"on authority, unranked by all sources",Jacob Seamon,,
"on authority, unranked by all sources",Russell Smith,,
"on authority, unranked by all sources",Matthew Thompson,,
"on authority, unranked by all sources",Ryan Webb,,
"on authority, unranked by all sources",Blake Weiman,,
"on authority, unranked by all sources",Anthony Abreu,,
"on authority, unranked by all sources",Nigel Belgrave,,
"on authority, unranked by all sources",Angel Cervantes,,
"on authority, unranked by all sources",Jhonan Coba,,
